slope,manning_n,score,wse_rmse_m,wse_bias_m,velocity_rmse_ms,velocity_bias_ms,n_wse,n_velocity
0.0004487094833883728,0.04,1.3003196876397132,1.0499381410148285,-0.7652495223136504,0.2503815466248847,0.2320503635327264,4715,4
0.0005738114998740221,0.045,1.3042513855377238,1.0522105430384954,-0.767835645090768,0.2520408424992285,0.23367541867199687,4715,4
0.0012,0.065,1.3051358857951958,1.0527204914252113,-0.7684155904685238,0.2524153943699844,0.23404183165829232,4715,4
0.00035088212858554386,0.035,1.3083542684297378,1.0545752581971912,-0.7705223079965142,0.2537790102325466,0.23537547560772293,4715,4
0.0007337924638929234,0.05,1.3178265947213572,1.0600693633643878,-0.7767364517188505,0.2577572313569695,0.23925907035274768,4715,4
0.0002743830311563958,0.030000000000000002,1.3325766750820405,1.0685234415464213,-0.7862146458700412,0.26405323353561905,0.24538554321050277,4715,4
0.0009383767669073588,0.055,1.3393488884646203,1.0723685467104718,-0.7905033408106164,0.2669803417541484,0.24822534705235136,4715,4
0.0012,0.060000000000000005,1.3675232322050344,1.088077127843079,-0.8080276949528422,0.2794461043619553,0.26025842405086425,4715,4
3e-05,0.09,1.3766367080624244,1.2587982426682947,1.1704822840507887,0.11783846539412979,-0.09533554960105053,4715,4
0.00021456221805898323,0.025,1.37910462073471,1.0943833195872563,-0.8151104427561728,0.28472130114745364,0.265320361903967,4715,4
0.0005738114998740221,0.04,1.396433097961038,1.1036951188125188,-0.8255375677905186,0.2927379791485192,0.2729786989410997,4715,4
0.0007337924638929234,0.045,1.400572974962048,1.1058986143352347,-0.8280004565792018,0.29467436062681324,0.27482217080046256,4715,4
0.0004487094833883728,0.035,1.4048956975723579,1.1081913158779717,-0.8305609107025886,0.29670438169438623,0.27675210506815673,4715,4
0.0009383767669073588,0.05,1.4150809607094161,1.1137582030241635,-0.8370259567422279,0.3013227576852525,0.28116990504176614,4715,4
0.00035088212858554386,0.030000000000000002,1.4309565986721242,1.1225908901505726,-0.8463735333747144,0.30836570852155165,0.28797295625336694,4715,4
0.0012,0.055,1.4378782779811479,1.1262423400485502,-0.8504012995976594,0.31163593793259764,0.2911243120727115,4715,4
0.0002743830311563958,0.025,1.5123070194279662,1.1494483734069305,-0.8749174804985389,0.3628586460210356,0.330675186974,4715,4
0.0007337924638929234,0.04,1.5292399536068928,1.1585523657955128,-0.8849178052112587,0.37068758781138006,0.338457770173594,4715,4
0.0009383767669073588,0.045,1.5332198607452618,1.1606586251776798,-0.8872145475379112,0.3725612355675821,0.34031892782823536,4715,4
0.0005738114998740221,0.035,1.5373639065994669,1.1628460701344678,-0.8895979875200838,0.3745178364649991,0.34226192840216096,4715,4
